v_videoId,v_videoFile,v_videoDuration,v_videoPlatform,v_videoViews,v_videoLanguage,v_videoCost,v_videoRegionId,v_videoDemographicId,v_videoProjectId
175,TristiqueEstEt.doc,55,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7052712,Tok Pisin,3481754,3,10,47
176,UltricesPosuere.ppt,393,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7911757,Northern Sotho,1230335,4,15,241
177,VelEnim.mp3,530,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1407791,Montenegrin,8551430,1,1,209
178,ElitProin.avi,395,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",313162,Marathi,1090333,1,9,52
179,InLeo.xls,89,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2408989,Thai,8411315,1,2,280
180,MusEtiamVel.mp3,317,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8445780,Dzongkha,7533638,2,6,297
181,LobortisConvallis.txt,579,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3447463,Polish,7267929,3,12,85
182,Pharetra.jpeg,218,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8240509,Hungarian,8479871,1,2,232
183,SodalesScelerisque.tiff,423,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3388495,Arabic,4549923,1,3,61
184,ArcuLiberoRutrum.jpeg,254,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8210708,Gujarati,9703530,3,8,287
185,LaciniaAeneanSit.mov,297,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8252554,Amharic,790762,4,1,76
186,LoremId.xls,419,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6330515,Hindi,1782157,4,5,8
187,VolutpatConvallisMorbi.avi,337,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9993027,Guaraní,7992947,1,2,98
188,RutrumNulla.xls,484,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2462032,Estonian,9441439,2,3,121
189,Ultrices.jpeg,222,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6431902,Marathi,2267034,1,4,37
190,MorbiVelLectus.mp3,41,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5222421,Portuguese,9688102,3,1,244
191,Suscipit.mpeg,435,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6245999,Tsonga,4145052,5,15,264
192,EgetTempus.tiff,440,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",414755,Malayalam,8663888,3,3,111
193,Tortor.avi,368,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8220833,Guaraní,9413232,1,4,118
194,MattisNibh.txt,68,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9652444,Malayalam,3425279,3,2,63
195,PrimisIn.png,538,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7947117,Mongolian,6296186,3,15,287
196,RutrumNequeAenean.mp3,504,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8754533,Kashmiri,8467267,1,13,18
197,Enim.xls,70,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4193864,Malay,8542438,2,13,291
198,Quis.mp3,582,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3043612,Greek,1848644,5,3,76
199,AIpsumInteger.mpeg,34,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1450293,Italian,557609,5,13,2
200,MollisMolestieLorem.ppt,258,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9358889,Bislama,2438124,2,9,44
201,NuncViverraDapibus.xls,438,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9556429,Dutch,5560978,2,11,299
202,ParturientMontes.avi,363,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6843282,Croatian,5934276,5,13,70
203,Nulla.tiff,76,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9442151,Macedonian,8682060,2,13,202
204,VivamusVel.jpeg,485,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3727409,Zulu,4528094,1,12,194
205,Pretium.avi,558,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5198227,New Zealand Sign Language,5352397,5,8,150
206,Velit.avi,448,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2415831,Dari,959236,2,11,58
207,Suscipit.ppt,272,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1692966,Norwegian,7005341,4,12,195
208,GravidaNisiAt.avi,100,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",795913,Dhivehi,5519218,1,10,251
209,Eu.mp3,280,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3414622,Albanian,5530118,5,6,280
210,PharetraMagna.avi,127,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6705630,Croatian,5066160,4,15,74
211,Vel.ppt,342,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",248343,English,3305912,4,12,218
212,FaucibusOrciLuctus.pdf,588,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8588762,Malagasy,3173101,3,14,8
213,ElitSodales.xls,412,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5263368,Maltese,1494738,3,7,146
214,In.avi,353,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9204329,Kurdish,6748758,2,5,62
215,RidiculusMusEtiam.avi,40,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6364863,Swahili,1982617,3,14,295
216,CongueVivamus.mov,413,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4687467,Maltese,320690,3,10,115
217,ConvallisMorbiOdio.ppt,330,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4557040,Spanish,3715149,4,14,139
218,EuEstCongue.png,73,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8551163,Punjabi,9479431,2,8,111
219,ErosVestibulum.ppt,511,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8628334,Somali,1095157,3,10,286
220,Libero.png,132,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7073812,Bulgarian,4917000,4,4,11
221,UtEratCurabitur.ppt,198,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4463479,Yiddish,9104680,5,9,268
222,Malesuada.jpeg,284,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5735671,Japanese,2788894,4,12,217
223,RhoncusSedVestibulum.png,214,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8158486,Estonian,8958927,1,9,166
224,EratQuisqueErat.jpeg,67,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6003572,Ndebele,540498,3,6,79
225,ErosVestibulumAc.xls,222,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7682449,Guaraní,4412631,4,3,283
226,Nulla.mov,371,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4453696,Punjabi,1300667,5,3,45
227,MontesNascetur.tiff,292,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9828052,Maltese,5400818,3,11,140
228,MaurisLacinia.txt,344,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4097580,Kashmiri,6190075,2,10,16
229,BlanditNon.ppt,120,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9682770,Quechua,3254884,3,15,55
230,UltricesPosuere.avi,224,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3644172,West Frisian,8416937,1,10,217
231,Molestie.mp3,93,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8926977,Bislama,8815960,4,15,110
232,TinciduntAnte.jpeg,101,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1491712,Montenegrin,7190449,1,4,67
233,Morbi.ppt,56,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7683765,Kazakh,8815779,4,14,70
234,VelEnim.ppt,261,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2239380,Gujarati,795649,1,9,204
235,SitAmet.tiff,239,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6479817,Italian,6670533,2,3,39
236,Nibh.jpeg,276,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7103772,Bosnian,8499715,3,4,152
237,TristiqueIn.gif,320,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",480779,Luxembourgish,5270901,5,14,186
238,FacilisiCrasNon.ppt,204,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7048638,Filipino,9937084,1,3,46
239,TinciduntLacusAt.mp3,95,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7482000,Hebrew,6326404,2,1,170
240,JustoEu.mov,453,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8238379,Indonesian,4325856,4,7,269
241,Tellus.avi,120,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3265001,Burmese,1797178,1,15,160
242,NecMolestie.ppt,60,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1202080,English,9804515,5,15,185
243,SemMauris.ppt,510,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",67198,Filipino,5578212,4,5,174
244,Luctus.avi,474,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8672072,Māori,481181,4,5,53
245,VitaeNisi.jpeg,303,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3179542,Hebrew,5021266,1,11,227
246,NullaTellus.ppt,232,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6541428,Thai,4974633,1,9,70
247,PurusPhasellusIn.mpeg,246,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3791377,Kashmiri,1954229,2,1,23
248,InHacHabitasse.mov,583,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1107082,Khmer,3669164,5,14,173
249,InFaucibus.xls,132,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6888417,Dari,5227768,3,5,6
250,Quam.png,213,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3810344,Kazakh,7548773,4,15,103
251,EuNibh.pdf,329,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3457202,French,4329968,4,5,34
252,InHac.jpeg,524,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2928720,Telugu,9207842,4,14,50
253,Sagittis.avi,264,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1889350,Gagauz,1400923,5,10,36
254,MassaIdNisl.avi,72,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",872203,Sotho,1096148,1,13,269
255,VolutpatConvallis.xls,357,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4543222,Bulgarian,9398112,4,10,59
256,QuisTurpis.png,161,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8311208,Aymara,8128366,3,15,265
257,InTempusSit.ppt,60,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1971106,Portuguese,525892,2,9,291
258,NuncCommodoPlacerat.mpeg,247,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9435944,Portuguese,723770,3,11,58
259,MassaTemporConvallis.pdf,458,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7602416,Dhivehi,2426414,4,4,238
260,ASuscipit.mpeg,81,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2463606,Azeri,7097788,1,12,99
261,InterdumIn.ppt,294,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6422995,Telugu,580855,2,6,281
262,Justo.ppt,356,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3823543,Moldovan,5680435,4,5,155
263,DuiVelNisl.xls,246,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1752260,Irish Gaelic,1246315,5,14,23
264,HabitassePlateaDictumst.jpeg,132,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4776582,Northern Sotho,7228299,4,8,151
265,Aliquam.avi,110,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1405784,Khmer,9518151,1,13,7
266,Ultrices.ppt,542,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3374667,Papiamento,6509714,4,13,113
267,SollicitudinVitaeConsectetuer.ppt,122,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8104091,Burmese,6281364,3,14,43
268,Ultrices.xls,350,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",179247,Malagasy,9438209,1,1,29
269,IdPretium.tiff,137,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3276390,Dari,3910950,1,1,172
270,Ultrices.gif,424,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5115556,Aymara,3913849,3,5,218
271,ElementumPellentesqueQuisque.mp3,120,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",242334,Gagauz,248255,1,13,182
272,AliquetUltricesErat.doc,247,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",965630,Lao,342794,1,9,159
273,UtMassaQuis.mov,212,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7991770,Maltese,1305519,2,15,184
274,Donec.pdf,419,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8323732,Korean,4526818,1,1,143
275,UtNulla.xls,37,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3977087,Māori,925358,2,6,201
276,InFaucibus.jpeg,147,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2026878,Maltese,1893803,4,1,206
277,RhoncusAliquam.mp3,89,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3184869,Tsonga,6151624,1,3,103
278,ImperdietNullam.xls,173,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9271235,Catalan,1686043,5,3,122
279,VulputateElementumNullam.xls,498,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2585059,New Zealand Sign Language,866912,3,12,78
280,AcEnimIn.tiff,152,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5577184,Sotho,974320,2,15,42
281,LiberoNullamSit.mpeg,588,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5170639,Danish,1532330,2,4,76
282,Velit.png,507,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6328562,Kashmiri,9045388,5,4,114
283,EratCurabiturGravida.gif,196,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4011671,Bengali,4828166,1,1,251
284,AugueAliquamErat.avi,515,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4902131,Estonian,458499,5,4,237
285,MagnaAtNunc.mp3,341,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8312561,Macedonian,6082196,4,12,202
286,RhoncusAliquet.pdf,327,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1656745,Danish,5414108,4,7,215
287,ViverraDiamVitae.xls,452,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7580249,Tswana,4492930,3,4,268
288,Pellentesque.mov,334,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8588978,Kashmiri,409129,4,10,243
289,ElementumLigula.mp3,402,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9641855,Italian,3295081,1,13,265
290,LigulaInLacus.ppt,317,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7798273,Tok Pisin,2668662,5,1,114
291,LigulaIn.jpeg,66,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7628914,Tsonga,2679755,5,5,178
292,MiIn.xls,325,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6063994,Malagasy,6151291,3,9,202
293,SedVelEnim.tiff,108,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2688389,Irish Gaelic,3998050,5,2,88
294,InSapienIaculis.pdf,445,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9237684,West Frisian,5888896,5,5,53
295,Luctus.doc,392,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2617252,Bislama,7015797,1,13,34
296,SuspendissePotentiIn.jpeg,429,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",16057,Hindi,1910742,1,5,144
297,NullaNuncPurus.ppt,100,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7656827,French,3549495,3,7,178
298,EratTortorSollicitudin.mp3,492,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6631766,Gujarati,1196616,4,1,291
299,UltricesAliquetMaecenas.tiff,484,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6610183,Swati,7798600,3,7,77
300,NisiVolutpat.jpeg,319,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2526083,Dari,6067123,5,7,178
301,AtNuncCommodo.pdf,227,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5957954,Greek,880577,2,5,42
302,PraesentBlanditNam.avi,173,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",562055,Montenegrin,3007633,2,5,82
303,GravidaSemPraesent.mpeg,599,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4056223,Ndebele,8400129,2,14,76
304,AtFeugiatNon.xls,461,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4979990,Montenegrin,5896636,5,6,46
305,Luctus.avi,418,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",286767,Dzongkha,4508424,5,3,197
306,NisiVenenatisTristique.xls,433,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7531361,Sotho,5408108,4,4,168
307,Eu.xls,277,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2822462,Korean,9250584,3,3,235
308,EuMassa.ppt,353,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3269818,Italian,484871,1,13,229
309,SapienUt.tiff,448,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2610528,Malayalam,9661501,5,14,47
310,PosuereMetus.jpeg,31,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9163138,Yiddish,6358090,5,6,172
311,Magna.xls,537,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6443988,Macedonian,1041468,5,3,137
312,Phasellus.tiff,266,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8744053,Tok Pisin,2066049,3,14,220
313,TurpisInteger.txt,69,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8021454,Pashto,9728472,5,2,69
314,In.mov,298,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9358823,Hungarian,117861,2,5,299
315,NullamOrci.avi,580,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9097567,Bosnian,6998682,4,2,186
316,MusEtiamVel.mpeg,193,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4898907,Mongolian,2606390,4,10,82
317,In.ppt,397,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8213533,Mongolian,7744754,2,5,77
318,Interdum.mp3,54,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",505103,Kyrgyz,7686028,3,9,27
319,ConvallisDuisConsequat.gif,30,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5898535,Korean,6483093,1,15,76
320,SitAmetSapien.ppt,153,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3083002,Gagauz,8522443,2,13,21
321,VulputateLuctus.doc,339,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2211365,Bosnian,7596682,3,11,21
322,Rutrum.xls,282,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9543118,Punjabi,3452470,4,8,228
323,DapibusDolor.xls,61,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6783706,Polish,6993970,3,13,81
324,EgetMassa.avi,87,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4447755,Fijian,5869147,5,6,16
325,DiamNamTristique.ppt,160,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8737886,Estonian,1339103,1,10,129
326,Orci.tiff,579,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2027454,Zulu,6151310,5,13,260
327,Nulla.ppt,104,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2129141,Dhivehi,9292260,3,11,253
328,Donec.avi,550,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",729663,Dhivehi,539285,3,8,164
329,DonecSemperSapien.mov,245,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3286353,Bulgarian,5531163,5,14,31
330,AugueQuam.avi,513,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",536944,Somali,6140041,3,5,142
331,IntegerTincidunt.xls,284,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4218844,Georgian,6473358,5,15,99
332,FringillaRhoncusMauris.xls,438,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9567683,Gagauz,2379285,4,11,51
333,SitAmetLobortis.avi,513,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9619167,Belarusian,2726472,1,8,97
334,Luctus.mp3,77,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8538638,Latvian,667677,2,1,130
335,NullamMolestieNibh.avi,420,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5209273,Swahili,8440323,1,13,209
336,NullaNuncPurus.avi,502,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4575928,Albanian,4483823,2,2,87
337,DiamVitaeQuam.tiff,366,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1959395,English,6688449,2,10,79
338,NullaIntegerPede.png,64,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6940475,Quechua,9776192,2,14,30
339,AmetCursusId.xls,70,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",299784,Albanian,6223986,2,12,130
340,PhasellusId.mp3,306,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3467808,Maltese,1645337,2,8,75
341,VelLectus.xls,39,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1053525,Albanian,2488850,5,5,103
342,CommodoPlacerat.jpeg,295,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1749313,Fijian,8336361,5,2,68
343,Vestibulum.ppt,45,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9083228,Hiri Motu,4492528,5,13,258
344,QuisLectus.pdf,205,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6411387,Hungarian,2623777,4,12,154
345,MassaQuisAugue.mov,427,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5358978,Kurdish,3591033,4,14,21
346,NislAenean.ppt,302,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",144263,Zulu,4920741,5,4,67
347,TellusNisiEu.mp3,189,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",823671,Estonian,3478924,2,10,111
348,JustoIn.mp3,479,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3756461,Indonesian,357331,2,7,149
